cell_id,event_id,event_date,lat,lon,bmc_ward_code,rainfall_24h_mm,antecedent_rainfall_3d_mm,antecedent_rainfall_7d_mm,peak_hourly_rainfall_mm,elevation_mean_m,slope_mean_deg,builtup_fraction,water_fraction,vegetation_fraction,dist_to_water_m,dist_to_drainage_m,flood_area_m2,flood_fraction,observed_flooded
CELL_0142,EV_2019_07_02,2019-07-02,19.25736,72.797294,R/C,375.2,180.1,265.4,48.5,27.51,4.16,0.314,0.0,0.254,3743.6,3743.6,13250.0,0.053,1
CELL_0143,EV_2019_07_02,2019-07-02,19.261875,72.797234,R/C,375.2,180.1,265.4,48.5,27.8,4.17,0.314,0.0,0.254,3941.7,3941.7,13250.0,0.053,1
CELL_0144,EV_2019_07_02,2019-07-02,18.89618,72.80681,A,375.2,180.1,265.4,48.5,30.68,0.8,0.428,0.0,0.049,13622.1,13622.1,18050.0,0.0722,1
CELL_0145,EV_2019_07_02,2019-07-02,18.900695,72.806751,A,375.2,180.1,265.4,48.5,30.29,0.8,0.428,0.0,0.049,13288.5,13288.5,18050.0,0.0722,1
CELL_0146,EV_2019_07_02,2019-07-02,18.905211,72.806692,A,375.2,180.1,265.4,48.5,29.9,0.8,0.428,0.0,0.049,12965.6,12965.6,18050.0,0.0722,1
CELL_0147,EV_2019_07_02,2019-07-02,18.909726,72.806633,A,375.2,180.1,265.4,48.5,29.51,0.8,0.428,0.0,0.049,12654.2,12654.2,18050.0,0.0722,1
CELL_0148,EV_2019_07_02,2019-07-02,18.914242,72.806574,UNKNOWN,375.2,180.1,265.4,48.5,36.92,2.5,0.39,0.0,0.16,12355.2,12355.2,16450.0,0.0658,1
CELL_0149,EV_2019_07_02,2019-07-02,18.950366,72.806102,UNKNOWN,375.2,180.1,265.4,48.5,33.81,2.5,0.39,0.0,0.16,8743.1,8743.1,16450.0,0.0658,1
CELL_0150,EV_2019_07_02,2019-07-02,18.954882,72.806043,D,375.2,180.1,265.4,48.5,27.02,1.1,0.421,0.0,0.063,8244.0,8244.0,17750.0,0.071,1
CELL_0151,EV_2019_07_02,2019-07-02,18.959397,72.805984,D,375.2,180.1,265.4,48.5,26.62,1.1,0.421,0.0,0.063,7745.1,7745.1,17750.0,0.071,1
CELL_0152,EV_2019_07_02,2019-07-02,18.963913,72.805925,D,375.2,180.1,265.4,48.5,26.23,1.1,0.421,0.0,0.063,7246.3,7246.3,17750.0,0.071,1
CELL_0153,EV_2019_07_02,2019-07-02,18.968428,72.805866,D,375.2,180.1,265.4,48.5,25.84,1.1,0.421,0.0,0.063,6747.7,6747.7,17750.0,0.071,1
CELL_0154,EV_2019_07_02,2019-07-02,18.972944,72.805807,D,375.2,180.1,265.4,48.5,25.45,1.1,0.421,0.0,0.063,6249.3,6249.3,17750.0,0.071,1
CELL_0155,EV_2019_07_02,2019-07-02,18.97746,72.805748,D,375.2,180.1,265.4,48.5,25.05,1.1,0.421,0.0,0.063,5751.2,5751.2,17750.0,0.071,1
CELL_0156,EV_2019_07_02,2019-07-02,18.981975,72.805689,UNKNOWN,375.2,180.1,265.4,48.5,31.06,2.5,0.39,0.0,0.16,5253.4,5253.4,16450.0,0.0658,1
CELL_0157,EV_2019_07_02,2019-07-02,19.135501,72.803668,UNKNOWN,375.2,180.1,265.4,48.5,19.28,2.26,0.39,0.0,0.16,1881.0,1881.0,16450.0,0.0658,1
CELL_0158,EV_2019_07_02,2019-07-02,19.140017,72.803608,K/W,375.2,180.1,265.4,48.5,16.8,1.85,0.387,0.0,0.118,2064.1,2064.1,16325.0,0.0653,1
CELL_0159,EV_2019_07_02,2019-07-02,19.144532,72.803548,P/N,375.2,180.1,265.4,48.5,21.16,2.93,0.352,0.0,0.179,2341.6,2341.6,14850.0,0.0594,1
CELL_0160,EV_2019_07_02,2019-07-02,19.149048,72.803488,P/N,375.2,180.1,265.4,48.5,21.02,2.99,0.352,0.0,0.179,2684.3,2684.3,14850.0,0.0594,1
CELL_0161,EV_2019_07_02,2019-07-02,19.153563,72.803429,P/N,375.2,180.1,265.4,48.5,20.9,3.03,0.352,0.0,0.179,3070.5,3070.5,14850.0,0.0594,1
CELL_0162,EV_2019_07_02,2019-07-02,19.158079,72.803369,P/N,375.2,180.1,265.4,48.5,20.78,3.06,0.352,0.0,0.179,3485.8,3485.8,14850.0,0.0594,1
CELL_0163,EV_2019_07_02,2019-07-02,19.162594,72.803309,P/N,375.2,180.1,265.4,48.5,20.68,3.08,0.352,0.0,0.179,3920.8,3920.8,14850.0,0.0594,1
CELL_0164,EV_2019_07_02,2019-07-02,19.167109,72.803249,P/N,375.2,180.1,265.4,48.5,20.57,3.08,0.352,0.0,0.179,4095.2,4095.2,14850.0,0.0594,1
CELL_0165,EV_2019_07_02,2019-07-02,19.171625,72.803189,P/N,375.2,180.1,265.4,48.5,20.45,3.07,0.352,0.0,0.179,3713.9,3713.9,14850.0,0.0594,1
CELL_0166,EV_2019_07_02,2019-07-02,19.17614,72.803129,P/N,375.2,180.1,265.4,48.5,20.34,3.05,0.352,0.0,0.179,3363.9,3363.9,14850.0,0.0594,1
CELL_0167,EV_2019_07_02,2019-07-02,19.180656,72.80307,P/N,375.2,180.1,265.4,48.5,20.26,3.03,0.352,0.0,0.179,3055.9,3055.9,14850.0,0.0594,1
CELL_0168,EV_2019_07_02,2019-07-02,19.185171,72.80301,P/N,375.2,180.1,265.4,48.5,20.21,3.01,0.352,0.0,0.179,2803.7,2803.7,14850.0,0.0594,1
CELL_0169,EV_2019_07_02,2019-07-02,19.189686,72.80295,P/N,375.2,180.1,265.4,48.5,20.18,2.98,0.352,0.0,0.179,2623.6,2623.6,14850.0,0.0594,1
CELL_0170,EV_2019_07_02,2019-07-02,19.194202,72.80289,P/N,375.2,180.1,265.4,48.5,20.19,2.97,0.352,0.0,0.179,2531.0,2531.0,14850.0,0.0594,1
CELL_0171,EV_2019_07_02,2019-07-02,19.198717,72.80283,P/N,375.2,180.1,265.4,48.5,20.24,2.97,0.352,0.0,0.179,2535.4,2535.4,14850.0,0.0594,1
CELL_0172,EV_2019_07_02,2019-07-02,19.203233,72.80277,P/N,375.2,180.1,265.4,48.5,20.33,2.99,0.352,0.0,0.179,2636.4,2636.4,14850.0,0.0594,1
CELL_0173,EV_2019_07_02,2019-07-02,19.207748,72.80271,P/N,375.2,180.1,265.4,48.5,20.46,3.01,0.352,0.0,0.179,2823.7,2823.7,14850.0,0.0594,1
CELL_0174,EV_2019_07_02,2019-07-02,19.212263,72.80265,P/N,375.2,180.1,265.4,48.5,20.61,3.03,0.352,0.0,0.179,3081.5,3081.5,14850.0,0.0594,1
CELL_0175,EV_2019_07_02,2019-07-02,19.216779,72.80259,P/N,375.2,180.1,265.4,48.5,20.79,3.06,0.352,0.0,0.179,3393.8,3393.8,14850.0,0.0594,1
CELL_0176,EV_2019_07_02,2019-07-02,19.221294,72.80253,P/N,375.2,180.1,265.4,48.5,20.98,3.07,0.352,0.0,0.179,3747.1,3747.1,14850.0,0.0594,1
CELL_0177,EV_2019_07_02,2019-07-02,19.22581,72.80247,R/C,375.2,180.1,265.4,48.5,25.56,4.16,0.314,0.0,0.254,3753.2,3753.2,13250.0,0.053,1
CELL_0178,EV_2019_07_02,2019-07-02,19.230325,72.80241,R/C,375.2,180.1,265.4,48.5,25.73,4.15,0.314,0.0,0.254,3479.8,3479.8,13250.0,0.053,1
CELL_0179,EV_2019_07_02,2019-07-02,19.23484,72.80235,R/C,375.2,180.1,265.4,48.5,25.92,4.13,0.314,0.0,0.254,3260.6,3260.6,13250.0,0.053,1
CELL_0180,EV_2019_07_02,2019-07-02,19.239356,72.802289,R/C,375.2,180.1,265.4,48.5,26.13,4.11,0.314,0.0,0.254,3107.1,3107.1,13250.0,0.053,1
CELL_0181,EV_2019_07_02,2019-07-02,19.243871,72.802229,R/C,375.2,180.1,265.4,48.5,26.36,4.1,0.314,0.0,0.254,3029.3,3029.3,13250.0,0.053,1
CELL_0182,EV_2019_07_02,2019-07-02,19.248387,72.802169,R/C,375.2,180.1,265.4,48.5,26.61,4.11,0.314,0.0,0.254,3033.0,3033.0,13250.0,0.053,1
CELL_0183,EV_2019_07_02,2019-07-02,19.252902,72.802109,R/C,375.2,180.1,265.4,48.5,26.89,4.11,0.314,0.0,0.254,3117.9,3117.9,13250.0,0.053,1
CELL_0184,EV_2019_07_02,2019-07-02,19.257417,72.802049,R/C,375.2,180.1,265.4,48.5,27.18,4.13,0.314,0.0,0.254,3277.8,3277.8,13250.0,0.053,1
CELL_0185,EV_2019_07_02,2019-07-02,19.261933,72.801989,UNKNOWN,375.2,180.1,265.4,48.5,20.88,2.47,0.39,0.0,0.16,3502.3,3502.3,16450.0,0.0658,1
CELL_0186,EV_2019_07_02,2019-07-02,18.896236,72.811554,A,375.2,180.1,265.4,48.5,30.58,0.8,0.428,0.0,0.049,13258.6,13258.6,18050.0,0.0722,1
CELL_0187,EV_2019_07_02,2019-07-02,18.900751,72.811495,A,375.2,180.1,265.4,48.5,30.19,0.8,0.428,0.0,0.049,12915.6,12915.6,18050.0,0.0722,1
CELL_0188,EV_2019_07_02,2019-07-02,18.905267,72.811436,A,375.2,180.1,265.4,48.5,29.8,0.8,0.428,0.0,0.049,12583.2,12583.2,18050.0,0.0722,1
CELL_0189,EV_2019_07_02,2019-07-02,18.909782,72.811378,A,375.2,180.1,265.4,48.5,29.41,0.8,0.428,0.0,0.049,12262.1,12262.1,18050.0,0.0722,1
CELL_0190,EV_2019_07_02,2019-07-02,18.914298,72.811319,A,375.2,180.1,265.4,48.5,29.02,0.8,0.428,0.0,0.049,11953.3,11953.3,18050.0,0.0722,1
CELL_0191,EV_2019_07_02,2019-07-02,18.918814,72.81126,UNKNOWN,375.2,180.1,265.4,48.5,36.43,2.5,0.39,0.0,0.16,11657.8,11657.8,16450.0,0.0658,1
CELL_0192,EV_2019_07_02,2019-07-02,18.954938,72.810789,D,375.2,180.1,265.4,48.5,26.9,1.1,0.421,0.0,0.063,8227.6,8227.6,17750.0,0.071,1
CELL_0193,EV_2019_07_02,2019-07-02,18.959454,72.81073,D,375.2,180.1,265.4,48.5,26.51,1.1,0.421,0.0,0.063,7727.6,7727.6,17750.0,0.071,1
CELL_0194,EV_2019_07_02,2019-07-02,18.963969,72.810671,D,375.2,180.1,265.4,48.5,26.11,1.1,0.421,0.0,0.063,7227.6,7227.6,17750.0,0.071,1
CELL_0195,EV_2019_07_02,2019-07-02,18.968485,72.810612,D,375.2,180.1,265.4,48.5,25.72,1.1,0.421,0.0,0.063,6727.6,6727.6,17750.0,0.071,1
CELL_0196,EV_2019_07_02,2019-07-02,18.973,72.810553,D,375.2,180.1,265.4,48.5,25.32,1.1,0.421,0.0,0.063,6227.6,6227.6,17750.0,0.071,1
CELL_0197,EV_2019_07_02,2019-07-02,18.977516,72.810494,D,375.2,180.1,265.4,48.5,24.93,1.1,0.421,0.0,0.063,5727.6,5727.6,17750.0,0.071,1
CELL_0198,EV_2019_07_02,2019-07-02,18.982031,72.810435,G/S,375.2,180.1,265.4,48.5,24.73,1.2,0.388,0.0,0.086,5227.6,5227.6,16375.0,0.0655,1
CELL_0199,EV_2019_07_02,2019-07-02,18.986547,72.810376,G/S,375.2,180.1,265.4,48.5,24.32,1.2,0.388,0.0,0.086,4727.6,4727.6,16375.0,0.0655,1
CELL_0200,EV_2019_07_02,2019-07-02,18.991062,72.810317,UNKNOWN,375.2,180.1,265.4,48.5,30.12,2.49,0.39,0.0,0.16,4227.6,4227.6,16450.0,0.0658,1
CELL_0201,EV_2019_07_02,2019-07-02,18.995578,72.810258,UNKNOWN,375.2,180.1,265.4,48.5,29.7,2.48,0.39,0.0,0.16,3727.6,3727.6,16450.0,0.0658,1
CELL_0202,EV_2019_07_02,2019-07-02,19.000093,72.810199,UNKNOWN,375.2,180.1,265.4,48.5,29.28,2.46,0.39,0.0,0.16,3227.6,3227.6,16450.0,0.0658,1
CELL_0203,EV_2019_07_02,2019-07-02,19.004609,72.81014,UNKNOWN,375.2,180.1,265.4,48.5,28.84,2.42,0.39,0.0,0.16,2727.6,2727.6,16450.0,0.0658,1
CELL_0204,EV_2019_07_02,2019-07-02,19.131043,72.808478,UNKNOWN,375.2,180.1,265.4,48.5,18.97,2.02,0.39,0.0,0.16,1321.0,1321.0,16450.0,0.0658,1
CELL_0205,EV_2019_07_02,2019-07-02,19.135558,72.808419,K/W,375.2,180.1,265.4,48.5,16.46,1.65,0.387,0.0,0.118,1402.7,1402.7,16325.0,0.0653,1
CELL_0206,EV_2019_07_02,2019-07-02,19.140074,72.808359,K/W,375.2,180.1,265.4,48.5,16.34,1.74,0.387,0.0,0.118,1640.1,1640.1,16325.0,0.0653,1
CELL_0207,EV_2019_07_02,2019-07-02,19.144589,72.808299,K/W,375.2,180.1,265.4,48.5,16.23,1.83,0.387,0.0,0.118,1978.0,1978.0,16325.0,0.0653,1
CELL_0208,EV_2019_07_02,2019-07-02,19.149104,72.80824,K/W,375.2,180.1,265.4,48.5,16.12,1.9,0.387,0.0,0.118,2373.8,2373.8,16325.0,0.0653,1
CELL_0209,EV_2019_07_02,2019-07-02,19.15362,72.80818,P/N,375.2,180.1,265.4,48.5,20.5,3.01,0.352,0.0,0.179,2803.1,2803.1,14850.0,0.0594,1
CELL_0210,EV_2019_07_02,2019-07-02,19.158135,72.80812,P/N,375.2,180.1,265.4,48.5,20.39,3.05,0.352,0.0,0.179,3252.7,3252.7,14850.0,0.0594,1
CELL_0211,EV_2019_07_02,2019-07-02,19.162651,72.808061,P/N,375.2,180.1,265.4,48.5,20.29,3.07,0.352,0.0,0.179,3715.1,3715.1,14850.0,0.0594,1
CELL_0212,EV_2019_07_02,2019-07-02,19.167166,72.808001,P/N,375.2,180.1,265.4,48.5,20.17,3.07,0.352,0.0,0.179,3807.9,3807.9,14850.0,0.0594,1
CELL_0213,EV_2019_07_02,2019-07-02,19.171682,72.807941,P/N,375.2,180.1,265.4,48.5,20.03,3.06,0.352,0.0,0.179,3394.5,3394.5,14850.0,0.0594,1
CELL_0214,EV_2019_07_02,2019-07-02,19.176197,72.807882,P/N,375.2,180.1,265.4,48.5,19.91,3.03,0.352,0.0,0.179,3007.5,3007.5,14850.0,0.0594,1
CELL_0215,EV_2019_07_02,2019-07-02,19.180712,72.807822,P/N,375.2,180.1,265.4,48.5,19.81,2.99,0.352,0.0,0.179,2658.5,2658.5,14850.0,0.0594,1
CELL_0216,EV_2019_07_02,2019-07-02,19.185228,72.807762,P/N,375.2,180.1,265.4,48.5,19.73,2.94,0.352,0.0,0.179,2364.3,2364.3,14850.0,0.0594,1
CELL_0217,EV_2019_07_02,2019-07-02,19.189743,72.807702,P/N,375.2,180.1,265.4,48.5,19.69,2.89,0.352,0.0,0.179,2147.7,2147.7,14850.0,0.0594,1
CELL_0218,EV_2019_07_02,2019-07-02,19.194259,72.807642,P/N,375.2,180.1,265.4,48.5,19.69,2.86,0.352,0.0,0.179,2033.5,2033.5,14850.0,0.0594,1
CELL_0219,EV_2019_07_02,2019-07-02,19.198774,72.807583,P/N,375.2,180.1,265.4,48.5,19.74,2.86,0.352,0.0,0.179,2039.0,2039.0,14850.0,0.0594,1
CELL_0220,EV_2019_07_02,2019-07-02,19.20329,72.807523,P/N,375.2,180.1,265.4,48.5,19.85,2.89,0.352,0.0,0.179,2163.3,2163.3,14850.0,0.0594,1
CELL_0221,EV_2019_07_02,2019-07-02,19.207805,72.807463,P/N,375.2,180.1,265.4,48.5,20.0,2.94,0.352,0.0,0.179,2388.0,2388.0,14850.0,0.0594,1
CELL_0222,EV_2019_07_02,2019-07-02,19.21232,72.807403,R/S,375.2,180.1,265.4,48.5,21.68,3.28,0.337,0.0,0.201,2687.9,2687.9,14225.0,0.0569,1
CELL_0223,EV_2019_07_02,2019-07-02,19.216836,72.807343,R/C,375.2,180.1,265.4,48.5,24.78,4.11,0.314,0.0,0.254,3040.9,3040.9,13250.0,0.053,1
CELL_0224,EV_2019_07_02,2019-07-02,19.221351,72.807283,R/C,375.2,180.1,265.4,48.5,24.99,4.14,0.314,0.0,0.254,3430.7,3430.7,13250.0,0.053,1
CELL_0225,EV_2019_07_02,2019-07-02,19.225867,72.807223,R/C,375.2,180.1,265.4,48.5,25.17,4.14,0.314,0.0,0.254,3363.9,3363.9,13250.0,0.053,1
CELL_0226,EV_2019_07_02,2019-07-02,19.230382,72.807163,R/C,375.2,180.1,265.4,48.5,25.35,4.11,0.314,0.0,0.254,3055.9,3055.9,13250.0,0.053,1
CELL_0227,EV_2019_07_02,2019-07-02,19.234897,72.807103,R/C,375.2,180.1,265.4,48.5,25.53,4.07,0.314,0.0,0.254,2803.7,2803.7,13250.0,0.053,1
CELL_0228,EV_2019_07_02,2019-07-02,19.239413,72.807043,R/C,375.2,180.1,265.4,48.5,25.74,4.04,0.314,0.0,0.254,2623.6,2623.6,13250.0,0.053,1
CELL_0229,EV_2019_07_02,2019-07-02,19.243928,72.806983,R/C,375.2,180.1,265.4,48.5,25.98,4.02,0.314,0.0,0.254,2531.0,2531.0,13250.0,0.053,1
CELL_0230,EV_2019_07_02,2019-07-02,19.248444,72.806923,R/C,375.2,180.1,265.4,48.5,26.24,4.02,0.314,0.0,0.254,2535.4,2535.4,13250.0,0.053,1
CELL_0231,EV_2019_07_02,2019-07-02,19.252959,72.806863,R/C,375.2,180.1,265.4,48.5,26.53,4.04,0.314,0.0,0.254,2636.4,2636.4,13250.0,0.053,1
CELL_0232,EV_2019_07_02,2019-07-02,19.257474,72.806803,UNKNOWN,375.2,180.1,265.4,48.5,20.24,2.43,0.39,0.0,0.16,2823.7,2823.7,16450.0,0.0658,1
CELL_0233,EV_2019_07_02,2019-07-02,18.896292,72.816298,UNKNOWN,375.2,180.1,265.4,48.5,38.29,2.5,0.39,0.0,0.16,12904.3,12904.3,16450.0,0.0658,1
CELL_0234,EV_2019_07_02,2019-07-02,18.900807,72.81624,A,375.2,180.1,265.4,48.5,30.1,0.8,0.428,0.0,0.049,12551.6,12551.6,18050.0,0.0722,1
CELL_0235,EV_2019_07_02,2019-07-02,18.905323,72.816181,A,375.2,180.1,265.4,48.5,29.71,0.8,0.428,0.0,0.049,12209.2,12209.2,18050.0,0.0722,1
CELL_0236,EV_2019_07_02,2019-07-02,18.909838,72.816122,A,375.2,180.1,265.4,48.5,29.32,0.8,0.428,0.0,0.049,11878.0,11878.0,18050.0,0.0722,1
CELL_0237,EV_2019_07_02,2019-07-02,18.914354,72.816064,A,375.2,180.1,265.4,48.5,28.92,0.8,0.428,0.0,0.049,11559.0,11559.0,18050.0,0.0722,1
CELL_0238,EV_2019_07_02,2019-07-02,18.918869,72.816005,A,375.2,180.1,265.4,48.5,28.53,0.8,0.428,0.0,0.049,11253.1,11253.1,18050.0,0.0722,1
CELL_0239,EV_2019_07_02,2019-07-02,18.923385,72.815946,UNKNOWN,375.2,180.1,265.4,48.5,35.94,2.5,0.39,0.0,0.16,10961.5,10961.5,16450.0,0.0658,1
CELL_0240,EV_2019_07_02,2019-07-02,18.927901,72.815888,UNKNOWN,375.2,180.1,265.4,48.5,35.55,2.5,0.39,0.0,0.16,10685.4,10685.4,16450.0,0.0658,1
CELL_0241,EV_2019_07_02,2019-07-02,18.950478,72.815594,UNKNOWN,375.2,180.1,265.4,48.5,33.59,2.5,0.39,0.0,0.16,8740.7,8740.7,16450.0,0.0658,1
CELL_0242,EV_2019_07_02,2019-07-02,18.954994,72.815535,D,375.2,180.1,265.4,48.5,26.79,1.1,0.421,0.0,0.063,8241.5,8241.5,17750.0,0.071,1
CELL_0243,EV_2019_07_02,2019-07-02,18.95951,72.815476,D,375.2,180.1,265.4,48.5,26.4,1.1,0.421,0.0,0.063,7742.4,7742.4,17750.0,0.071,1
CELL_0244,EV_2019_07_02,2019-07-02,18.964025,72.815417,D,375.2,180.1,265.4,48.5,26.0,1.1,0.421,0.0,0.063,7243.4,7243.4,17750.0,0.071,1
CELL_0245,EV_2019_07_02,2019-07-02,18.968541,72.815359,D,375.2,180.1,265.4,48.5,25.6,1.1,0.421,0.0,0.063,6744.6,6744.6,17750.0,0.071,1
CELL_0246,EV_2019_07_02,2019-07-02,18.973056,72.8153,D,375.2,180.1,265.4,48.5,25.21,1.1,0.421,0.0,0.063,6246.0,6246.0,17750.0,0.071,1
CELL_0247,EV_2019_07_02,2019-07-02,18.977572,72.815241,D,375.2,180.1,265.4,48.5,24.81,1.1,0.421,0.0,0.063,5747.6,5747.6,17750.0,0.071,1
CELL_0248,EV_2019_07_02,2019-07-02,18.982087,72.815182,G/S,375.2,180.1,265.4,48.5,24.61,1.2,0.388,0.0,0.086,5249.5,5249.5,16375.0,0.0655,1
CELL_0249,EV_2019_07_02,2019-07-02,18.986603,72.815123,G/S,375.2,180.1,265.4,48.5,24.2,1.2,0.388,0.0,0.086,4751.8,4751.8,16375.0,0.0655,1
CELL_0250,EV_2019_07_02,2019-07-02,18.991118,72.815064,G/S,375.2,180.1,265.4,48.5,23.79,1.19,0.388,0.0,0.086,4254.6,4254.6,16375.0,0.0655,1
CELL_0251,EV_2019_07_02,2019-07-02,18.995634,72.815005,G/S,375.2,180.1,265.4,48.5,23.38,1.19,0.388,0.0,0.086,3758.2,3758.2,16375.0,0.0655,1
CELL_0252,EV_2019_07_02,2019-07-02,19.00015,72.814946,G/S,375.2,180.1,265.4,48.5,22.95,1.18,0.388,0.0,0.086,3262.9,3262.9,16375.0,0.0655,1
CELL_0253,EV_2019_07_02,2019-07-02,19.004665,72.814887,G/S,375.2,180.1,265.4,48.5,22.51,1.16,0.388,0.0,0.086,2769.3,2769.3,16375.0,0.0655,1
CELL_0254,EV_2019_07_02,2019-07-02,19.009181,72.814828,G/S,375.2,180.1,265.4,48.5,22.05,1.13,0.388,0.0,0.086,2278.5,2278.5,16375.0,0.0655,1
CELL_0255,EV_2019_07_02,2019-07-02,19.013696,72.814769,UNKNOWN,375.2,180.1,265.4,48.5,27.74,2.23,0.39,0.0,0.16,1792.8,1792.8,16450.0,0.0658,1
CELL_0256,EV_2019_07_02,2019-07-02,19.018212,72.81471,UNKNOWN,375.2,180.1,265.4,48.5,27.15,2.02,0.39,0.0,0.16,1312.9,1312.9,16450.0,0.0658,1
CELL_0257,EV_2019_07_02,2019-07-02,19.022727,72.814651,UNKNOWN,375.2,180.1,265.4,48.5,26.34,1.62,0.39,0.004,0.16,833.2,833.2,16450.0,0.0658,1
CELL_0258,EV_2019_07_02,2019-07-02,19.027243,72.814592,UNKNOWN,375.2,180.1,265.4,48.5,24.61,0.89,0.39,0.043,0.16,353.5,353.5,49425.0,0.1977,1
CELL_0259,EV_2019_07_02,2019-07-02,19.126584,72.813289,UNKNOWN,375.2,180.1,265.4,48.5,18.66,1.76,0.39,0.002,0.16,975.6,975.6,16450.0,0.0658,1
CELL_0260,EV_2019_07_02,2019-07-02,19.131099,72.813229,K/W,375.2,180.1,265.4,48.5,15.91,1.28,0.387,0.004,0.118,821.2,821.2,16325.0,0.0653,1
CELL_0261,EV_2019_07_02,2019-07-02,19.135615,72.81317,K/W,375.2,180.1,265.4,48.5,15.8,1.39,0.387,0.002,0.118,947.0,947.0,16325.0,0.0653,1
CELL_0262,EV_2019_07_02,2019-07-02,19.14013,72.81311,K/W,375.2,180.1,265.4,48.5,15.83,1.59,0.387,0.0,0.118,1272.5,1272.5,16325.0,0.0653,1
CELL_0263,EV_2019_07_02,2019-07-02,19.144646,72.813051,K/W,375.2,180.1,265.4,48.5,15.8,1.76,0.387,0.0,0.118,1685.7,1685.7,16325.0,0.0653,1
CELL_0264,EV_2019_07_02,2019-07-02,19.149161,72.812991,K/W,375.2,180.1,265.4,48.5,15.72,1.86,0.387,0.0,0.118,2136.4,2136.4,16325.0,0.0653,1
CELL_0265,EV_2019_07_02,2019-07-02,19.153677,72.812932,K/W,375.2,180.1,265.4,48.5,15.62,1.92,0.387,0.0,0.118,2605.1,2605.1,16325.0,0.0653,1
CELL_0266,EV_2019_07_02,2019-07-02,19.158192,72.812872,P/N,375.2,180.1,265.4,48.5,20.0,3.03,0.352,0.0,0.179,3081.4,3081.4,14850.0,0.0594,1
CELL_0267,EV_2019_07_02,2019-07-02,19.162707,72.812812,P/N,375.2,180.1,265.4,48.5,19.9,3.06,0.352,0.0,0.179,3557.8,3557.8,14850.0,0.0594,1
CELL_0268,EV_2019_07_02,2019-07-02,19.167223,72.812753,P/N,375.2,180.1,265.4,48.5,19.77,3.06,0.352,0.0,0.179,3567.8,3567.8,14850.0,0.0594,1
CELL_0269,EV_2019_07_02,2019-07-02,19.171738,72.812693,P/N,375.2,180.1,265.4,48.5,19.61,3.04,0.352,0.0,0.179,3122.8,3122.8,14850.0,0.0594,1
CELL_0270,EV_2019_07_02,2019-07-02,19.176254,72.812634,P/N,375.2,180.1,265.4,48.5,19.47,2.99,0.352,0.0,0.179,2697.1,2697.1,14850.0,0.0594,1
CELL_0271,EV_2019_07_02,2019-07-02,19.180769,72.812574,P/N,375.2,180.1,265.4,48.5,19.35,2.93,0.352,0.0,0.179,2301.5,2301.5,14850.0,0.0594,1
CELL_0272,EV_2019_07_02,2019-07-02,19.185285,72.812514,P/N,375.2,180.1,265.4,48.5,19.24,2.83,0.352,0.0,0.179,1954.3,1954.3,14850.0,0.0594,1
CELL_0273,EV_2019_07_02,2019-07-02,19.1898,72.812455,P/N,375.2,180.1,265.4,48.5,19.15,2.72,0.352,0.0,0.179,1685.8,1685.8,14850.0,0.0594,1
CELL_0274,EV_2019_07_02,2019-07-02,19.194316,72.812395,P/N,375.2,180.1,265.4,48.5,19.12,2.65,0.352,0.0,0.179,1537.6,1537.6,14850.0,0.0594,1
CELL_0275,EV_2019_07_02,2019-07-02,19.198831,72.812335,P/N,375.2,180.1,265.4,48.5,19.18,2.65,0.352,0.0,0.179,1544.9,1544.9,14850.0,0.0594,1
CELL_0276,EV_2019_07_02,2019-07-02,19.203346,72.812276,P/N,375.2,180.1,265.4,48.5,19.33,2.73,0.352,0.0,0.179,1705.7,1705.7,14850.0,0.0594,1
CELL_0277,EV_2019_07_02,2019-07-02,19.207862,72.812216,R/S,375.2,180.1,265.4,48.5,21.03,3.11,0.337,0.0,0.201,1982.9,1982.9,14225.0,0.0569,1
CELL_0278,EV_2019_07_02,2019-07-02,19.212377,72.812156,R/S,375.2,180.1,265.4,48.5,21.25,3.22,0.337,0.0,0.201,2335.4,2335.4,14225.0,0.0569,1
CELL_0279,EV_2019_07_02,2019-07-02,19.216893,72.812096,R/C,375.2,180.1,265.4,48.5,24.37,4.06,0.314,0.0,0.254,2734.3,2734.3,13250.0,0.053,1
CELL_0280,EV_2019_07_02,2019-07-02,19.221408,72.812037,R/C,375.2,180.1,265.4,48.5,24.61,4.12,0.314,0.0,0.254,3162.1,3162.1,13250.0,0.053,1
CELL_0281,EV_2019_07_02,2019-07-02,19.225924,72.811977,R/C,375.2,180.1,265.4,48.5,24.79,4.1,0.314,0.0,0.254,3007.5,3007.5,13250.0,0.053,1
CELL_0282,EV_2019_07_02,2019-07-02,19.230439,72.811917,R/C,375.2,180.1,265.4,48.5,24.96,4.05,0.314,0.0,0.254,2658.5,2658.5,13250.0,0.053,1
CELL_0283,EV_2019_07_02,2019-07-02,19.234954,72.811857,R/C,375.2,180.1,265.4,48.5,25.14,3.98,0.314,0.0,0.254,2364.3,2364.3,13250.0,0.053,1
CELL_0284,EV_2019_07_02,2019-07-02,19.23947,72.811797,R/C,375.2,180.1,265.4,48.5,25.34,3.91,0.314,0.0,0.254,2147.7,2147.7,13250.0,0.053,1
CELL_0285,EV_2019_07_02,2019-07-02,19.243985,72.811737,R/C,375.2,180.1,265.4,48.5,25.57,3.87,0.314,0.0,0.254,2033.5,2033.5,13250.0,0.053,1
